"Name","API Name","Instance Memory","vCPUs","Instance Storage","Network Performance","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"R5A Large","r5a.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6A Large","r6a.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6GD Large","r6gd.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7A Large","m7a.large","8.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R8G Large","r8g.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6ID Large","m6id.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5N Large","m5n.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GN Large","c7gn.large","4.0 GiB","2 vCPUs","EBS only","Up to 30 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C1 High-CPU Medium","c1.medium","1.7 GiB","2 vCPUs","350 GB                 HDD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5AD Large","r5ad.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7I Large","r7i.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R4 High-Memory Large","r4.large","15.25 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M3 General Purpose Large","m3.large","7.5 GiB","2 vCPUs","32 GB                 SSD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5DN Large","m5dn.large","8.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7GD Large","r7gd.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IN Large","m6in.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"IS4GEN Medium","is4gen.medium","6.0 GiB","1 vCPUs","937 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7G Extra Large","c7g.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5B Large","r5b.large","16.0 GiB","2 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5N Large","r5n.large","16.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"T3A Extra Large","t3a.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6ID Large","r6id.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7A Large","r7a.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6A Extra Large","c6a.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6GD Extra Large","c6gd.xlarge","8.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I4G Large","i4g.large","16.0 GiB","2 vCPUs","468 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IDN Large","m6idn.large","8.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C8G Extra Large","c8g.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5ZN Large","m5zn.large","8.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R3 High-Memory Large","r3.large","15.25 GiB","2 vCPUs","32 GB                 SSD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5DN Large","r5dn.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X2GD Large","x2gd.large","32.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7I-FLEX Extra Large","c7i-flex.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5A Extra Large","m5a.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6A Extra Large","m6a.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IN Large","r6in.large","16.0 GiB","2 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M1 General Purpose Large","m1.large","7.5 GiB","2 vCPUs","840 GB                 (2 * 420 GB HDD)","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7I Extra Large","c7i.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M8G Extra Large","m8g.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD Extra Large","c7gd.xlarge","8.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"IM4GN Large","im4gn.large","8.0 GiB","2 vCPUs","937 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"T2 Extra Large","t2.xlarge","16.0 GiB","4 vCPUs                                                         for a                   5h 24m                   burst","EBS only","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"Z1D Large","z1d.large","16.0 GiB","2 vCPUs","75 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7IZ Large","r7iz.large","16.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7I-FLEX Extra Large","m7i-flex.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IDN Large","r6idn.large","16.0 GiB","2 vCPUs","118 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X8G Large","x8g.large","32.0 GiB","2 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C4 High-CPU Extra Large","c4.xlarge","7.5 GiB","4 vCPUs","EBS only","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"M4 General Purpose Extra Large","m4.xlarge","16.0 GiB","4 vCPUs","EBS only","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7I Extra Large","m7i.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6ID Extra Large","c6id.xlarge","8.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"A1 Double Extra Large","a1.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A Extra Large","c7a.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5AD Extra Large","m5ad.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C3 High-CPU Extra Large","c3.xlarge","7.5 GiB","4 vCPUs","80 GB                 (2 * 40 GB SSD)","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7GD Extra Large","m7gd.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5A Extra Large","r5a.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6A Extra Large","r6a.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6GD Extra Large","r6gd.xlarge","32.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7A Extra Large","m7a.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R8G Extra Large","r8g.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6ID Extra Large","m6id.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5N Extra Large","m5n.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M2 High Memory Extra Large","m2.xlarge","17.1 GiB","2 vCPUs","420 GB                 HDD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GN Extra Large","c7gn.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 40 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I7IE Large","i7ie.large","16.0 GiB","2 vCPUs","1250 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5AD Extra Large","r5ad.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7I Extra Large","r7i.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R4 High-Memory Extra Large","r4.xlarge","30.5 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M3 General Purpose Extra Large","m3.xlarge","15.0 GiB","4 vCPUs","80 GB                 (2 * 40 GB SSD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5DN Extra Large","m5dn.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7GD Extra Large","r7gd.xlarge","32.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IN Extra Large","m6in.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 30 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"IS4GEN Large","is4gen.large","12.0 GiB","2 vCPUs","1875 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7G Double Extra Large","c7g.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5N Extra Large","r5n.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5B Extra Large","r5b.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"T3A Double Extra Large","t3a.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   9h 36m                   burst","EBS only","Up to 5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6ID Extra Large","r6id.xlarge","32.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7A Extra Large","r7a.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6A Double Extra Large","c6a.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6GD Double Extra Large","c6gd.2xlarge","16.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I4G Extra Large","i4g.xlarge","32.0 GiB","4 vCPUs","937 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IDN Extra Large","m6idn.xlarge","16.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 30 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C8G Double Extra Large","c8g.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5ZN Extra Large","m5zn.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R3 High-Memory Extra Large","r3.xlarge","30.5 GiB","4 vCPUs","80 GB                 SSD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5DN Extra Large","r5dn.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X2GD Extra Large","x2gd.xlarge","64.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7I-FLEX Double Extra Large","c7i-flex.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5A Double Extra Large","m5a.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6A Double Extra Large","m6a.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IN Extra Large","r6in.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 30 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M1 General Purpose Extra Large","m1.xlarge","15.0 GiB","4 vCPUs","1680 GB                 (4 * 420 GB HDD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7I Double Extra Large","c7i.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M8G Double Extra Large","m8g.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD Double Extra Large","c7gd.2xlarge","16.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"IM4GN Extra Large","im4gn.xlarge","16.0 GiB","4 vCPUs","1875 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"T2 Double Extra Large","t2.2xlarge","32.0 GiB","8 vCPUs                                                         for a                   4h 4.8m                   burst","EBS only","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7IZ Extra Large","r7iz.xlarge","32.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"Z1D Extra Large","z1d.xlarge","32.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"G4AD Extra Large","g4ad.xlarge","16.0 GiB","4 vCPUs","150 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7I-FLEX Double Extra Large","m7i-flex.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IDN Extra Large","r6idn.xlarge","32.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 30 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X8G Extra Large","x8g.xlarge","64.0 GiB","4 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C4 High-CPU Double Extra Large","c4.2xlarge","15.0 GiB","8 vCPUs","EBS only","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"M4 General Purpose Double Extra Large","m4.2xlarge","32.0 GiB","8 vCPUs","EBS only","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6ID Double Extra Large","c6id.2xlarge","16.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7I Double Extra Large","m7i.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"A1 Quadruple Extra Large","a1.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"A1 Metal","a1.metal","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A Double Extra Large","c7a.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5AD Double Extra Large","m5ad.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C3 High-CPU Double Extra Large","c3.2xlarge","15.0 GiB","8 vCPUs","160 GB                 (2 * 80 GB SSD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"G5G Extra Large","g5g.xlarge","8.0 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7GD Double Extra Large","m7gd.2xlarge","32.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5A Double Extra Large","r5a.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6A Double Extra Large","r6a.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6GD Double Extra Large","r6gd.2xlarge","64.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7A Double Extra Large","m7a.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"H1 Double Extra Large","h1.2xlarge","32.0 GiB","8 vCPUs","2000 GB                 HDD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R8G Double Extra Large","r8g.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6ID Double Extra Large","m6id.2xlarge","32.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5N Double Extra Large","m5n.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M2 High Memory Double Extra Large","m2.2xlarge","34.2 GiB","4 vCPUs","850 GB                 HDD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"D3 Extra Large","d3.xlarge","32.0 GiB","4 vCPUs","5940 GB                 (3 * 1980 GB NVMe HDD)","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GN Double Extra Large","c7gn.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I7IE Extra Large","i7ie.xlarge","32.0 GiB","4 vCPUs","2500 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C1 High-CPU Extra Large","c1.xlarge","7.0 GiB","8 vCPUs","1680 GB                 (4 * 420 GB HDD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5AD Double Extra Large","r5ad.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"D3EN Extra Large","d3en.xlarge","16.0 GiB","4 vCPUs","27960 GB                 (2 * 13980 GB NVMe HDD)","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7I Double Extra Large","r7i.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R4 High-Memory Double Extra Large","r4.2xlarge","61.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M3 General Purpose Double Extra Large","m3.2xlarge","30.0 GiB","8 vCPUs","160 GB                 (2 * 80 GB SSD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"G4AD Double Extra Large","g4ad.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5DN Double Extra Large","m5dn.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7GD Double Extra Large","r7gd.2xlarge","64.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"G5G Double Extra Large","g5g.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IN Double Extra Large","m6in.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 40 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"IS4GEN Extra Large","is4gen.xlarge","24.0 GiB","4 vCPUs","3750 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7G Quadruple Extra Large","c7g.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5B Double Extra Large","r5b.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5N Double Extra Large","r5n.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6ID Double Extra Large","r6id.2xlarge","64.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7A Double Extra Large","r7a.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6A Quadruple Extra Large","c6a.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C6GD Quadruple Extra Large","c6gd.4xlarge","32.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I4G Double Extra Large","i4g.2xlarge","64.0 GiB","8 vCPUs","1875 GB                 NVMe SSD","Up to 12 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IDN Double Extra Large","m6idn.2xlarge","32.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 40 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C8G Quadruple Extra Large","c8g.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"G2 Double Extra Large","g2.2xlarge","15.0 GiB","8 vCPUs","EBS only","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"VT1 3xlarge","vt1.3xlarge","24.0 GiB","12 vCPUs","EBS only","3.12 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5ZN Double Extra Large","m5zn.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R3 High-Memory Double Extra Large","r3.2xlarge","61.0 GiB","8 vCPUs","160 GB                 SSD","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5DN Double Extra Large","r5dn.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X2GD Double Extra Large","x2gd.2xlarge","128.0 GiB","8 vCPUs","475 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7I-FLEX Quadruple Extra Large","c7i-flex.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5A Quadruple Extra Large","m5a.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6A Quadruple Extra Large","m6a.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IN Double Extra Large","r6in.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 40 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7I Quadruple Extra Large","c7i.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M8G Quadruple Extra Large","m8g.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD Quadruple Extra Large","c7gd.4xlarge","32.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"IM4GN Double Extra Large","im4gn.2xlarge","32.0 GiB","8 vCPUs","3750 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"Z1D Double Extra Large","z1d.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
